sequence.identifier,background.identifier,vehicle1.identifier,vehicle1.trajectory,vehicle1.appearance_change,vehicle1.shadowed,vehicle1.dust,vehicle2.identifier,vehicle2.trajectory,vehicle2.appearance_change,vehicle2.shadowed,vehicle2.dust,vehicle3.identifier,vehicle3.trajectory,vehicle3.appearance_change,vehicle3.shadowed,vehicle3.dust,vehicle4.identifier,vehicle4.trajectory,vehicle4.appearance_change,vehicle4.shadowed,vehicle4.dust,vehicle5.identifier,vehicle5.trajectory,vehicle5.appearance_change,vehicle5.shadowed,vehicle5.dust,man1.identifier,man1.trajectory,man1.appearance_change,man1.shadowed,man2.identifier,man2.trajectory,man2.appearance_change,man2.shadowed,man3.identifier,man3.trajectory,man3.appearance_change,man3.shadowed,man4.identifier,man4.trajectory,man4.appearance_change,man4.shadowed,man5.identifier,man5.trajectory,man5.appearance_change,man5.shadowed,distractors.butterfly_level,distractors.bird_level,distractors.far_moving_vegetation,distractors.close_moving_vegetation,distractors.light_reflexion,distractors.blinking_light,occultants.solid_level,occultants.semi_transparent_level,camera.vibration,camera.focal_change,camera.pan_motion,camera.tilt_motion,camera.altitude,capture.illumination_level,capture.global_light_change_level,capture.local_light_change_level,capture.heat_haze_level,capture.humidity_level,capture.fog_level,signal_quality.picture_width,signal_quality.picture_height,signal_quality.force_balance,signal_quality.luminance_mean,signal_quality.luminance_dev,signal_quality.chrominance_U_mean,signal_quality.chrominance_U_dev,signal_quality.chrominance_V_mean,signal_quality.chrominance_V_dev,signal_quality.blur_level,signal_quality.static_noise_level,signal_quality.dynamic_noise_level,signal_quality.frame_instability,signal_quality.line_instability,signal_quality.compression_artefact_level,label_(0_if_usable_and_1_if_not)
121,0,9,5,0,0,0,7,2,0,0,0,11,1,0,0,0,15,7,0,0,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0963298,0.499954,0.966035,0.625381,0,0,0.224529,0.41733,0,0,0,0,1.2,0.740387,0.104902,0.343245,0,0,0,1280,720,0,86.8182,0.638522,122.279,17.0215,143.329,20.747,0,0,0,0,0,0,0
122,0,7,4,0,0,0,3,7,0,0,0,3,0,0,0,0,1,1,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399886,0.206972,0.706967,0.963111,0,0,0.817011,0.498984,0,0,0,0,1.2,0.921757,0.663122,0.620658,0.344067,0,0,1280,720,0,99.3723,24.4241,114.325,24.9157,136.957,11.9078,0,0,0,0,0,0,0
123,0,1,7,0,0,0,14,7,0,0,0,1,4,0,0,0,10,7,0,0,0,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114614,0.00650884,0.2644,0.0653219,0,0,0.730643,0.561334,0,0,0,0,1.2,0.478787,0.188534,0.0192113,0,0,0,1280,720,0,137.759,26.3853,140.122,30.7304,115.429,10.0706,0,0,0,0,0,0,0
124,0,2,6,0,0,0,0,5,0,0,0,11,7,0,0,0,9,2,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136283,0.136382,0.450493,0.640414,0,0,0.284758,0.87645,0,0,0,0,1.2,0.51367,0.00595293,0.00669448,0,0,0,1280,720,0,132.771,45.3015,121.287,20.2596,141.338,5.89622,0,0,0,0,0,0.64629,0
125,0,6,5,0,0,0,10,3,0,0,0,1,1,0,0,0,6,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436668,0.00239183,0.867376,0.977843,0,0,0.912783,0.0778112,0,0,0,0,1.2,0.523245,0.041474,0.45127,0,0,0,1280,720,0,102.299,8.84417,135.298,24.9166,120.407,31.1309,0,0,0,0,0,0,0
126,0,13,2,0,0,0,14,2,0,0,0,12,1,0,0,0,8,1,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138446,0.00305087,0.552771,0.0387183,0,0,0.191159,0.426114,0,0,0,0,1.2,0.534349,0.0131904,0.748502,0,0,0,1280,720,0,133.856,25.486,142.49,20.899,127.853,17.3507,0,0,0,0,0,0,0
127,0,10,6,0,0,0,10,5,0,0,0,9,3,0,0,0,3,1,0,0,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370036,0.15091,0.0592321,0.714947,0,0,0.648232,0.926334,0,0,0,0,1.2,0.564036,0.180891,0.128307,0,0,0,1280,720,1,95.8099,77.8553,118.595,19.4761,124.678,4.63273,0,0,0,0,0,0,0
128,0,11,3,0,0,0,7,0,0,0,0,3,7,0,0,0,0,6,0,0,0,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248181,0.312291,0.0959724,0.929845,0,0,0.0700053,0.0695793,0,0,0,0,1.2,0.998359,0.268007,0.187718,0.333253,0,0,1280,720,0,170.482,16.3838,133.008,11.0318,132.988,15.1097,0,0,0,0,0,0,0
129,0,0,2,0,0,0,1,1,0,0,0,14,5,0,0,0,13,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159718,0.204687,0.228868,0.248587,0,0,0.0723731,0.268807,0,0,0,0,1.2,0.806263,0.100701,0.0100457,0,0,0,1280,720,0,173.589,64.3885,128.065,11.6261,133.111,23.8867,0,0,0,0,0,0,0
130,0,4,3,0,0,0,6,0,0,0,0,13,0,0,0,0,6,7,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187675,0.257805,0.323468,0.314729,0,0,0.55946,0.0875327,0,0,0,0,1.2,0.755937,0.303304,0.686373,0,0,0,1280,720,0,95.4186,42.106,136.879,1.01241,133.426,23.348,0,0,0,0,0,0,0
131,0,3,5,0,0,0,2,7,0,0,0,0,3,0,0,0,8,3,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178478,0.0120096,0.508044,0.361562,0,0,0.244478,0.95086,0,0,0,0,1.2,0.212556,0.258042,0.103741,0,0,0,1280,720,0,134.342,81.1187,139.311,9.90101,123.626,23.8528,0,0,0,0,0,0,0
132,0,11,6,0,0,0,4,6,0,0,0,7,0,0,0,0,11,6,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12556,0.0114553,0.572247,0.890675,0,0,0.361348,0.871727,0,0,0,0,1.2,0.885677,0.0327563,0.839235,0,0,0,1280,720,0,93.8592,50.6372,127.461,7.86325,133.554,1.99234,0,0,0,0,0,0,0
133,0,11,3,0,0,0,3,6,0,0,0,15,6,0,0,0,7,6,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0991202,0.206665,0.981667,0.492569,0,0,0.250505,0.0255772,0,0,0,0,1.2,0.570452,0.229718,0.279486,0,0,0.662268,1280,720,0,119.936,34.0006,137.741,10.2167,115.661,11.1274,0,0,0,0,0,0,0
134,0,4,3,0,0,0,0,0,0,0,0,2,1,0,0,0,7,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193029,0.0228701,0.934856,0.793781,0,0,0.56344,0.160199,0,0,0,0,1.2,0.547627,0.178059,0.20072,0,0,0,1280,720,0,153.993,75.046,129.913,10.7163,136.588,8.52528,0,0,0,0,0,0.785818,0
135,0,15,1,0,0,0,0,2,0,0,0,1,6,0,0,0,0,1,0,0,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057441,0.317722,0.281915,0.158918,0,0,0.910629,0.72081,0,0,0,0,1.2,0.706093,0.650177,0.00866438,0,0,0,1280,720,0,155.902,21.0349,141.855,22.4843,134.004,10.1331,0,0,0,0,0,0,0
136,0,10,4,0,0,0,4,7,0,0,0,12,0,0,0,0,14,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.587368,0.0052337,0.96809,0.0699255,0,0,0.461076,0.510959,0,0,0,0,1.2,0.996114,0.644047,0.00271724,0.124644,0,0,1280,720,0,170.131,11.753,113.821,18.3159,142.209,18.5934,0.715053,0,0,0,0,0,0
137,0,6,0,0,0,0,3,1,0,0,0,7,3,0,0,0,9,1,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0539869,0.19692,0.396681,0.051873,0,0,0.0446486,0.415396,0,0,0,0,1.2,0.822331,0.0851075,0.881459,0,0,0,1280,720,0,102.737,11.0742,137.362,26.5079,136.407,20.0113,0.69997,0,0,0,0.474304,0,0
138,0,6,3,0,0,0,1,6,0,0,0,13,3,0,0,0,10,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0720239,0.0616475,0.288048,0.424674,0,0,0.0443109,0.642086,0,0,0,0,1.2,0.501729,0.00303662,0.217516,0,0,0,1280,720,0,86.2607,48.9364,136.157,3.05766,120.364,13.3664,0,0,0,0,0,0,0
139,0,12,2,0,0,0,13,6,0,0,0,6,1,0,0,0,14,4,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348292,0.0754123,0.0895837,0.868077,0,0,0.498833,0.122781,0,0,0,0,1.2,0.759199,0.48949,0.487929,0,0,0,1280,720,0,145.927,8.90363,128.412,0.450357,128.315,27.3134,0,0,0,0,0,0,0
140,0,14,4,0,0,0,4,0,0,0,0,10,3,0,0,0,9,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.520737,0.00862712,0.562817,0.725777,0,0,0.210475,0.866547,0,0,0,0,1.2,0.657329,0.260547,0.48255,0,0,0,1280,720,0,172.307,15.9669,132.77,19.1535,120.017,12.2568,0,0,0,0,0,0,0
141,0,5,0,0,0,0,0,0,0,0,0,2,3,0,0,0,3,6,0,0,0,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343725,0.109038,0.710686,0.911389,0,0,0.370516,0.0484202,0,0,0,0,1.2,0.700689,0.589133,0.473678,0,0,0,1280,720,0,89.6963,24.599,114.12,14.7226,142.416,9.26808,0,0,0,0,0,0,0
142,0,14,0,0,0,0,9,6,0,0,0,0,4,0,0,0,9,6,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333951,0.0281083,0.0802013,0.397299,0,0,0.59894,0.21686,0,0,0,0,1.2,0.840678,0.0125694,0.0155629,0,0,0,1280,720,0,151.615,11.0524,112.835,13.4414,133.132,28.2256,0,0,0,0.0367691,0,0,0
143,0,1,2,0,0,0,14,5,0,0,0,4,5,0,0,0,11,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.621223,0.0338234,0.261158,0.108975,0,0,0.488023,0.256567,0,0,0,0,1.2,0.544083,0.0142637,0.423588,0,0,0,1280,720,0,92.3236,69.9464,115.67,2.85605,115.367,23.8817,0,0.506636,0.853085,0,0,0,1
144,0,14,2,0,0,0,10,0,0,0,0,7,5,0,0,0,12,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5558,0.144214,0.938124,0.693512,0,0,0.163174,0.334705,0,0,0,0,1.2,0.766359,0.29375,0.209305,0,0,0,1280,720,0,157.296,44.7907,136.572,5.13287,117.319,24.7101,0,0,0,0,0,0,0
145,0,9,6,0,0,0,10,5,0,0,0,9,2,0,0,0,13,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.773589,0.10116,0.707867,0.766039,0,0,0.607258,0.204349,0,0,0,0,1.2,0.40886,0.00973335,0.299478,0,0,0,1280,720,0,156.596,94.7513,131.873,4.96115,121.275,24.0729,0,0,0,0,0,0,0
146,0,13,2,0,0,0,10,5,0,0,0,1,5,0,0,0,3,6,0,0,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155622,0.00106738,0.388395,0.532263,0,0,0.159077,0.444499,0,0,0,0,1.2,0.190039,0.105716,0.160599,0,0,0,1280,720,0,133.279,38.4445,139.522,7.4532,143.677,10.6923,0,0,0,0,0,0,0
147,0,11,5,0,0,0,11,5,0,0,0,4,0,0,0,0,14,3,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236732,0.0709889,0.0817387,0.556231,0,0,0.382039,0.546063,0,0,0,0,1.2,0.556484,0.254052,0.485335,0,0,0,1280,720,0,114.939,13.8421,130.279,9.30874,114.396,3.18541,0,0,0,0.925893,0,0.852392,0
148,0,9,7,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.566763,0.00176851,0.49888,0.113364,0,0,0.281936,0.630381,0,0,0,0,1.2,0.820884,0.0877045,0.24467,0,0,0,1280,720,0,82.7824,39.9329,130.051,30.0699,142.779,29.4597,0,0,0,0,0,0,0
149,0,2,2,0,0,0,12,1,0,0,0,6,7,0,0,0,6,7,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105439,0.0105595,0.392587,0.227165,0,0,0.810982,0.736868,0,0,0,0,1.2,0.559172,0.24965,0.012968,0,0,0,1280,720,0,124.559,26.481,123.081,11.9154,120.137,30.6187,0,0,0,0,0,0,0
150,0,4,3,0,0,0,4,4,0,0,0,10,2,0,0,0,8,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.623564,0.106717,0.891745,0.0120269,0,0,0.802257,0.521143,0,0,0,0,1.2,0.923282,0.0911364,0.176722,0.267218,0,0,1280,720,0,80.8598,91.783,136.123,26.0146,118.304,4.95677,0,0,0,0,0,0,0
151,0,11,7,0,0,0,0,4,0,0,0,5,1,0,0,0,11,3,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345116,0.176353,0.856961,0.0314924,0,0,0.232956,0.579014,0,0,0,0,1.2,0.979396,0.314912,0.663351,0.754343,0,0,1280,720,0,91.7888,55.2338,116.099,2.59296,112.863,5.01249,0,0,0,0.86942,0,0,0
152,0,5,4,0,0,0,8,1,0,0,0,11,1,0,0,0,8,2,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173269,0.601169,0.491531,0.679467,0,0,0.310125,0.199778,0,0,0,0,1.2,0.359355,0.275539,0.000294497,0,0,0,1280,720,0,82.5309,18.1282,129.116,28.318,138.577,13.2546,0,0,0,0,0,0,0
153,0,11,1,0,0,0,0,6,0,0,0,3,4,0,0,0,3,5,0,0,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.878454,0.029429,0.454408,0.574989,0,0,0.0852422,0.394679,0,0,0,0,1.2,0.796683,0.48908,0.682949,0,0,0,1280,720,0,148.243,65.6096,128.931,26.9527,124.021,3.08025,0,0,0,0,0,0,0
154,0,14,6,0,0,0,7,4,0,0,0,3,3,0,0,0,15,1,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168621,0.232572,0.74352,0.403673,0,0,0.227694,0.232199,0,0,0,0,1.2,0.773026,0.00840601,0.55247,0,0,0,1280,720,0,156.241,8.2381,119.235,2.19562,142.88,14.5284,0.096912,0,0,0,0,0,0
155,0,13,7,0,0,0,12,3,0,0,0,10,1,0,0,0,14,2,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323298,0.191019,0.607562,0.498414,0,0,0.498977,0.824994,0,0,0,0,1.2,0.601897,0.088858,0.150491,0,0,0,1280,720,0,116.275,21.5698,114.703,31.6368,128.355,3.00942,0,0,0,0,0,0,0
156,0,1,4,0,0,0,9,3,0,0,0,11,6,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144716,0.207354,0.315341,0.232232,0,0,0.655871,0.447883,0,0,0,0,1.2,0.521856,0.143908,0.271792,0,0,0,1280,720,0,156.327,84.9852,131.096,30.7845,131.284,15.9939,0,0.42041,0,0,0,0,0
157,0,8,3,0,0,0,9,6,0,0,0,15,5,0,0,0,14,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.532459,0.162581,0.0163717,0.873915,0,0,0.606997,0.592114,0,0,0,0,1.2,0.322479,0.515164,0.016116,0,0,0,1280,720,0,92.1307,23.8988,114.739,16.6885,128.966,14.905,0,0,0,0,0,0,0
158,0,5,1,0,0,0,7,5,0,0,0,7,6,0,0,0,14,4,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470246,0.106663,0.125809,0.161762,0,0,0.534133,0.315707,0,0,0,0,1.2,0.585681,0.633579,0.0881672,0,0,0,1280,720,0,122.777,63.1693,115.009,28.6472,131.138,26.6312,0,0,0,0,0,0,0
159,0,13,5,0,0,0,9,5,0,0,0,3,2,0,0,0,11,3,0,0,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10671,0.108852,0.101295,0.0427317,0,0,0.120698,0.995731,0,0,0,0,1.2,0.951875,0.261797,0.407685,0.00903025,0,0,1280,720,0,90.5027,6.45904,134.986,23.9511,125.833,22.2756,0,0,0,0,0,0,0
160,0,15,2,0,0,0,8,5,0,0,0,9,4,0,0,0,4,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408251,0.101182,0.237345,0.116704,0,0,0.811601,0.95149,0,0,0,0,1.2,0.769167,0.181118,0.0485833,0,0,0,1280,720,0,127.549,62.2163,132.174,29.5519,127.041,18.9147,0,0,0,0,0,0,0
161,0,2,6,0,0,0,12,1,0,0,0,8,7,0,0,0,11,1,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0821544,0.24086,0.00191562,0.15143,0,0,0.841066,0.641118,0,0,0,0,1.2,0.893729,0.638444,0.0591492,0,0,0,1280,720,0,138.549,84.1873,130.157,1.12828,112.309,12.1726,0,0,0,0,0,0,0
162,0,6,5,0,0,0,13,0,0,0,0,13,7,0,0,0,2,5,0,0,0,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211655,0.40587,0.0179416,0.984154,0,0,0.837951,0.544569,0,0,0,0,1.2,0.356232,0.694774,0.341826,0,0,0,1280,720,0,87.5491,86.6464,128.972,27.4193,113.213,30.9252,0.245885,0,0,0,0.845107,0.541629,0
163,0,3,6,0,0,0,3,1,0,0,0,4,2,0,0,0,9,6,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022534,0.0290308,0.215848,0.196087,0,0,0.246463,0.612679,0,0,0,0,1.2,0.992814,0.191495,0.313016,0.432665,0,0,1280,720,0,149.364,74.9327,135.085,6.06687,130.237,15.5932,0,0,0,0,0,0,0
164,0,7,3,0,0,0,2,1,0,0,0,4,5,0,0,0,6,5,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034293,0.063367,0.224385,0.729088,0,0,0.749236,0.438372,0,0,0,0,1.2,0.899987,0.0455942,0.0255379,0,0,0,1280,720,0,97.5781,61.5383,126.216,3.75387,128.043,7.54898,0,0,0,0,0,0,0
165,0,9,3,0,0,0,12,2,0,0,0,10,3,0,0,0,12,3,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130034,0.23934,0.0251298,0.239277,0,0,0.179693,0.367125,0,0,0,0,1.2,0.384239,0.390039,0.117573,0,0,0,1280,720,0,129.159,81.3675,141.531,23.2245,139.189,11.2166,0,0,0,0,0.722896,0,0
166,0,3,3,0,0,0,10,3,0,0,0,11,3,0,0,0,12,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0789113,0.37351,0.260618,0.514399,0,0,0.00948471,0.719156,0,0,0,0,1.2,0.417423,0.00355655,0.361816,0,0,0,1280,720,0,112.481,12.0219,143.931,5.59597,126.999,27.7215,0,0,0,0,0,0,0
167,0,8,1,0,0,0,4,7,0,0,0,2,3,0,0,0,10,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680919,0.000163041,0.647461,0.234215,0,0,0.0943954,0.206084,0,0,0,0,1.2,0.82355,0.163821,0.00767499,0,0,0,1280,720,0,106.293,49.3811,112.104,27.892,139.078,1.82935,0,0,0,0,0,0,0
168,0,15,4,0,0,0,10,4,0,0,0,3,6,0,0,0,6,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113484,0.00375351,0.476707,0.535267,0,0,0.864982,0.597688,0,0,0,0,1.2,0.787236,0.0364002,0.600549,0,0,0,1280,720,0,175.755,62.1594,133.841,13.7533,124.018,8.13584,0,0,0,0,0,0,0
169,0,5,3,0,0,0,11,7,0,0,0,11,0,0,0,0,7,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441701,0.524857,0.706472,0.771432,0,0,0.301842,0.0287633,0,0,0,0,1.2,0.679192,0.437468,0.0564991,0,0,0,1280,720,0,116.906,4.77814,121.999,12.9679,116.443,4.50788,0,0,0,0,0,0,0
170,0,9,7,0,0,0,1,6,0,0,0,14,0,0,0,0,12,3,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222034,0.0681429,0.981617,0.322969,0,0,0.690728,0.588943,0,0,0,0,1.2,0.984035,0.0499041,0.448743,0.0160995,0,0,1280,720,0,102.127,60.5174,140.676,31.2544,121.992,2.54047,0,0,0,0,0,0,0
171,0,15,0,0,0,0,13,2,0,0,0,6,7,0,0,0,6,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343566,0.0187685,0.367723,0.467523,0,0,0.886402,0.597467,0,0,0,0,1.2,0.608616,0.134616,0.38923,0,0,0,1280,720,0,164.361,34.7766,117.332,0.329711,133.478,2.02662,0,0,0,0,0,0,0
172,0,14,6,0,0,0,8,1,0,0,0,9,5,0,0,0,6,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167384,0.31063,0.248609,0.420139,0,0,0.862535,0.374267,0,0,0,0,1.2,0.912645,0.779352,0.000415413,0.261799,0,0,1280,720,0,115.7,79.5511,136.932,5.33044,116.327,1.78437,0,0,0,0,0,0,0
173,0,11,6,0,0,0,2,3,0,0,0,13,4,0,0,0,8,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.570328,0.024878,0.402788,0.529124,0,0,0.21971,0.869321,0,0,0,0,1.2,0.925961,0.36322,0.0910501,0.170413,0,0,1280,720,0,132.21,69.0072,115.921,6.39197,138.574,3.89753,0,0,0,0,0,0,0
174,0,0,7,0,0,0,14,6,0,0,0,1,2,0,0,0,2,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207967,0.017785,0.602275,0.13863,0,0,0.658726,0.531322,0,0,0,0,1.2,0.657484,0.374527,0.274727,0,0,0,1280,720,0,138.049,24.4107,127.359,24.0198,140.383,26.3128,0,0,0,0,0,0,0
175,0,15,5,0,0,0,2,1,0,0,0,14,1,0,0,0,15,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0750769,0.0661252,0.214347,0.951204,0,0,0.36179,0.285806,0,0,0,0,1.2,0.703869,0.435249,0.579297,0,0,0,1280,720,0,82.7026,2.07791,120.877,29.6898,115.246,9.07249,0,0,0,0,0,0,0
176,0,9,2,0,0,0,0,2,0,0,0,3,3,0,0,0,9,6,0,0,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322606,0.000999095,0.939654,0.497989,0,0,0.526046,0.339808,0,0,0,0,1.2,0.963251,0.18735,0.144253,0.300934,0,0,1280,720,1,148.978,35.6416,137.802,15.4788,124.88,18.3591,0,0,0.601813,0,0,0,1
177,0,8,6,0,0,0,9,5,0,0,0,4,5,0,0,0,0,2,0,0,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18954,0.087454,0.0161225,0.873923,0,0,0.0884177,0.500181,0,0,0,0,1.2,0.788558,0.143231,0.0489806,0,0,0,1280,720,0,161.687,44.4906,131.072,20.3431,116.944,14.1296,0,0,0,0,0,0,0
178,0,7,4,0,0,0,1,2,0,0,0,6,6,0,0,0,7,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.770402,0.00774769,0.851954,0.751442,0,0,0.0169208,0.841393,0,0,0,0,1.2,0.134625,0.0984716,0.657941,0,0,0,1280,720,0,160.204,56.7956,125.467,19.0635,129.039,13.9577,0.136661,0,0,0,0,0,0
179,0,4,4,0,0,0,9,5,0,0,0,15,6,0,0,0,7,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104878,0.283688,0.402414,0.0236833,0,0,0.612848,0.513206,0,0,0,0,1.2,0.755826,0.00481759,0.582698,0,0,0,1280,720,0,119.048,36.0544,138.299,27.8154,121.341,11.3323,0,0,0,0,0,0,0
180,0,11,3,0,0,0,11,2,0,0,0,14,2,0,0,0,1,4,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293703,0.0543368,0.211942,0.160997,0,0,0.873405,0.0796431,0,0,0,0,1.2,0.432342,0.325524,0.346259,0,0,0,1280,720,0,172.77,55.5916,134.207,24.8113,143.177,28.1803,0,0,0,0,0,0,0
181,0,5,2,0,0,0,4,5,0,0,0,14,2,0,0,0,0,4,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340122,0.018152,0.904024,0.10206,0,0,0.0357083,0.0245629,0,0,0,0,1.2,0.407701,0.663801,0.858822,0,0,0,1280,720,0,104.46,15.4069,133.042,17.024,114.552,19.7563,0,0,0,0,0,0,0
